node_id,lat,lon,total_conflicts_office,severe_conflicts_office,total_conflicts_noon,severe_conflicts_noon,total_conflicts_evening,severe_conflicts_evening,total_conflicts_midnight,severe_conflicts_midnight
cluster_1177211367_9189383185,22.56659318209324,88.36125037610083,0,0,2.0,2.0,0,0,0.0,0.0
1177211468,22.56758446378147,88.35909382095655,0,0,156.0,42.0,0,0,0.0,0.0
1177211801,22.56900034321559,88.36248568786614,0,0,4.0,0.0,0,0,0.0,0.0
663825934,22.569488381472457,88.3530525265701,0,0,387.0,80.0,0,0,0.0,0.0
cluster_10279701142_664471710,22.567898961306405,88.35605718601485,0,0,1059.0,292.0,0,0,46.0,18.0
1174832699,22.5723258025227,88.35224022880304,0,0,106.0,62.0,0,0,2.0,2.0
1186025349,22.57238827114381,88.35204029719974,0,0,12.0,6.0,0,0,0.0,0.0
1174832713,22.57244099148458,88.35187178115854,0,0,37.0,13.0,0,0,0.0,0.0
cluster_13298747751_6469124180,22.572514209488425,88.35167166227103,0,0,165.0,68.0,0,0,2.0,2.0
cluster_13298747747_13298747748_13298747749_13298747755_#2more,22.57268138617273,88.35111416882667,0,0,452.0,144.0,0,0,24.0,14.0
cluster_11502623494_11502623496_1186025300_13298747739,22.573433980238324,88.35347112184665,0,0,24.0,12.0,0,0,2.0,2.0
1186025348,22.57357720324373,88.35292730106126,0,0,0.0,0.0,0,0,0.0,0.0
1186025305,22.5696394155206,88.3525140484582,0,0,48.0,24.0,0,0,0.0,0.0
1186025327,22.570142276629507,88.35267008783426,0,0,0.0,0.0,0,0,0.0,0.0
10943566926,22.575603663007136,88.35133775869939,0,0,0.0,0.0,0,0,0.0,0.0
10943720042,22.576307239344736,88.35154506940111,0,0,0.0,0.0,0,0,0.0,0.0
1186025332,22.576602432626537,88.35163898262871,0,0,0.0,0.0,0,0,0.0,0.0
1186025290,22.57743426381461,88.3518678750688,0,0,0.0,0.0,0,0,0.0,0.0
664446006,22.57931415254153,88.35418088285964,0,0,0.0,0.0,0,0,0.0,0.0
13298747752,22.572404383354264,88.35204687324878,0,0,34.0,12.0,0,0,0.0,0.0
1186025341,22.5736542393007,88.35209125820316,0,0,0.0,0.0,0,0,0.0,0.0
1186025318,22.57320990050993,88.35216132421513,0,0,0.0,0.0,0,0,0.0,0.0
1186025287,22.573186933180104,88.35284043447393,0,0,0.0,0.0,0,0,0.0,0.0
1186025346,22.57412578111737,88.35315663887697,0,0,24.0,10.0,0,0,2.0,0.0
1186025299,22.57652086580179,88.35197256182988,0,0,0.0,0.0,0,0,0.0,0.0
1186025303,22.574299362900163,88.35258996419488,0,0,0.0,0.0,0,0,0.0,0.0
10943484236,22.567118176654844,88.34929083308764,0,0,0.0,0.0,0,0,0.0,0.0
1187083489,22.567231116046656,88.34882366351948,0,0,0.0,0.0,0,0,0.0,0.0
1189036526,22.570686201507165,88.35733951956735,0,0,0.0,0.0,0,0,0.0,0.0
10281958924,22.57152540361465,88.35831979994876,0,0,0.0,0.0,0,0,0.0,0.0
1189036932,22.576226975460727,88.35871640012158,0,0,6.0,2.0,0,0,0.0,0.0
1189036870,22.576225259354548,88.35641807575948,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1189036692_13298747742,22.576000494893822,88.35447479926259,0,0,24.0,12.0,0,0,0.0,0.0
1189036564,22.57625767283154,88.3538064254548,0,0,0.0,0.0,0,0,0.0,0.0
1189036710,22.57463646810463,88.35678649530476,0,0,0.0,0.0,0,0,0.0,0.0
cluster_11126932580_1189036622,22.57146646310191,88.36057864496344,0,0,0.0,0.0,0,0,0.0,0.0
1189036929,22.57044484805985,88.35995873675681,0,0,0.0,0.0,0,0,0.0,0.0
1189036694,22.57000832734056,88.35943541077614,0,0,67.0,16.0,0,0,0.0,0.0
1189036539,22.571495667511684,88.35692166479025,0,0,0.0,0.0,0,0,0.0,0.0
1189036749,22.57709958898749,88.34824949337877,0,0,0.0,0.0,0,0,0.0,0.0
1189036681,22.576890648033626,88.34816663824283,0,0,0.0,0.0,0,0,0.0,0.0
1189036823,22.57745432702164,88.34839474907389,0,0,0.0,0.0,0,0,0.0,0.0
10680197981,22.57667279705043,88.35085449988296,0,0,0.0,0.0,0,0,0.0,0.0
1174833124,22.5781449830235,88.35114010961392,0,0,0.0,0.0,0,0,0.0,0.0
10680197991,22.576335983176733,88.35075843188767,0,0,0.0,0.0,0,0,0.0,0.0
10680197995,22.575875427127567,88.35065182151999,0,0,0.0,0.0,0,0,0.0,0.0
1174832475,22.574917444812183,88.3505160498227,0,0,76.0,32.0,0,0,2.0,0.0
cluster_1177161068_1177161589,22.57447205467116,88.35723907554328,0,0,0.0,0.0,0,0,0.0,0.0
12123661004,22.57348453127712,88.35723319730387,0,0,0.0,0.0,0,0,0.0,0.0
663804415,22.576135837816047,88.35673941661213,0,0,0.0,0.0,0,0,0.0,0.0
1189036696,22.575551573202343,88.35652264700063,0,0,0.0,0.0,0,0,0.0,0.0
1189036797,22.57389645773222,88.35869014643914,0,0,0.0,0.0,0,0,0.0,0.0
10281958928,22.573828809934184,88.35911702252491,0,0,13.0,7.0,0,0,0.0,0.0
6508834138,22.574047467869224,88.36061234691266,0,0,0.0,0.0,0,0,0.0,0.0
6508839477,22.57348896359303,88.36044736360499,0,0,0.0,0.0,0,0,0.0,0.0
6508834140,22.57391609623147,88.36109753385604,0,0,0.0,0.0,0,0,0.0,0.0
1189036908,22.57344125793861,88.35684929225411,0,0,0.0,0.0,0,0,0.0,0.0
6546843167,22.57274728358815,88.36093355819347,0,0,0.0,0.0,0,0,0.0,0.0
1189036935,22.57230820228283,88.362056435542,0,0,0.0,0.0,0,0,0.0,0.0
6508839472,22.57280489827477,88.36073212393245,0,0,0.0,0.0,0,0,0.0,0.0
6508839471,22.572920040716312,88.36032876774388,0,0,0.0,0.0,0,0,0.0,0.0
1189036729,22.573454381353336,88.35985920803441,0,0,0.0,0.0,0,0,0.0,0.0
6508839479,22.573531911038643,88.35988720050251,0,0,0.0,0.0,0,0,0.0,0.0
6546843165,22.574242267474823,88.36014567672648,0,0,0.0,0.0,0,0,0.0,0.0
1177160556,22.574725568134262,88.3595916784885,0,0,0.0,0.0,0,0,0.0,0.0
6546843171,22.572306405874325,88.36076525657998,0,0,0.0,0.0,0,0,0.0,0.0
6546843168,22.5724252524038,88.36015906341761,0,0,0.0,0.0,0,0,0.0,0.0
1189036799,22.57136861321337,88.3607424338297,0,0,0.0,0.0,0,0,0.0,0.0
13296545986,22.576104387945456,88.34748965663313,0,0,0.0,0.0,0,0,0.0,0.0
664447223,22.5763816746401,88.34709116145635,0,0,0.0,0.0,0,0,0.0,0.0
1176977350,22.57716157871009,88.35815504427529,0,0,2.0,0.0,0,0,0.0,0.0
1189036901,22.576731230102936,88.35809782033745,0,0,0.0,0.0,0,0,0.0,0.0
1189036513,22.576282241799564,88.35817278254181,0,0,0.0,0.0,0,0,0.0,0.0
1189036828,22.57660069905465,88.3582280343726,0,0,0.0,0.0,0,0,0.0,0.0
1189036644,22.575627385013057,88.35858204368083,0,0,0.0,0.0,0,0,0.0,0.0
1177161076,22.57263893025811,88.35679621345439,0,0,0.0,0.0,0,0,0.0,0.0
1177160566,22.5731330274412,88.3568557084183,0,0,71.0,17.0,0,0,0.0,0.0
6546843174,22.57356599282467,88.35687054826076,0,0,0.0,0.0,0,0,0.0,0.0
1189036917,22.572156251829423,88.3591904844793,0,0,0.0,0.0,0,0,0.0,0.0
1189036817,22.57362113760738,88.35921593792904,0,0,0.0,0.0,0,0,0.0,0.0
1189036814,22.575957546446,88.35375146024022,0,0,0.0,0.0,0,0,0.0,0.0
1189036781,22.576413096007823,88.35377662670706,0,0,0.0,0.0,0,0,0.0,0.0
1189036617,22.57693311223288,88.35394383750562,0,0,2.0,0.0,0,0,0.0,0.0
1189036508,22.574218883884523,88.35737810466406,0,0,0.0,0.0,0,0,0.0,0.0
3640246038,22.57378065783155,88.35728034903221,0,0,0.0,0.0,0,0,0.0,0.0
1189036715,22.576801566548397,88.35028844485812,0,0,0.0,0.0,0,0,0.0,0.0
1189036541,22.577263080302544,88.34991567415463,0,0,0.0,0.0,0,0,0.0,0.0
1189036611,22.576969167224156,88.34975525140743,0,0,0.0,0.0,0,0,0.0,0.0
1189036717,22.571029776813244,88.35833449099056,0,0,130.0,38.0,0,0,0.0,0.0
1189036925,22.57689677645887,88.34892152408815,0,0,0.0,0.0,0,0,0.0,0.0
1189036468,22.573207293320525,88.35644659844729,0,0,55.0,18.0,0,0,0.0,0.0
1189036518,22.57270733199959,88.35634347693501,0,0,0.0,0.0,0,0,0.0,0.0
1189868590,22.56898930034201,88.35663756075628,0,0,22.0,6.0,0,0,0.0,0.0
1177160716,22.57148583605107,88.35486472513927,0,0,4.0,0.0,0,0,0.0,0.0
1189868561,22.571162538195804,88.35586513578707,0,0,0.0,0.0,0,0,0.0,0.0
1189868551,22.569928938668813,88.3554035618901,0,0,0.0,0.0,0,0,0.0,0.0
1189868557,22.57193039152774,88.35174445367714,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1177160373_664472773,22.5692693604682,88.35570949018565,0,0,467.0,176.0,0,0,2.0,0.0
1177161698,22.569040115229644,88.35637430754474,0,0,34.0,10.0,0,0,4.0,2.0
10279701147,22.568893253250284,88.35745471321236,0,0,202.0,66.0,0,0,0.0,0.0
11282908568,22.57052277040054,88.35113834985152,0,0,0.0,0.0,0,0,0.0,0.0
1189868600,22.570434299460004,88.3515197939918,0,0,0.0,0.0,0,0,0.0,0.0
1189868598,22.57055275990613,88.35100909937545,0,0,118.0,32.0,0,0,0.0,0.0
1190100186,22.56839010668093,88.35231873202886,0,0,0.0,0.0,0,0,0.0,0.0
663825914,22.568504375246835,88.35286465737322,0,0,0.0,0.0,0,0,0.0,0.0
1177161157,22.567939572028305,88.35210534140079,0,0,0.0,0.0,0,0,0.0,0.0
664472662,22.56822871519777,88.35278941666273,0,0,0.0,0.0,0,0,0.0,0.0
1190100407,22.57079209832898,88.34836513542078,0,0,70.0,32.0,0,0,0.0,0.0
1190100078,22.570214704412415,88.3481352505081,0,0,0.0,0.0,0,0,0.0,0.0
1190100511,22.567787849273024,88.34785577734826,0,0,0.0,0.0,0,0,0.0,0.0
1190100462,22.56792227265664,88.34745426401012,0,0,0.0,0.0,0,0,0.0,0.0
1190100154,22.56786348710415,88.34763574943378,0,0,0.0,0.0,0,0,0.0,0.0
11282869378,22.56713768746612,88.34464558296449,0,0,0.0,0.0,0,0,0.0,0.0
1190100432,22.567075408029527,88.34484560997697,0,0,0.0,0.0,0,0,0.0,0.0
1190100198,22.567302337406403,88.34411725235452,0,0,0.0,0.0,0,0,0.0,0.0
11282869390,22.567341636489303,88.34396494726326,0,0,0.0,0.0,0,0,0.0,0.0
11282869382,22.56736907929139,88.34385872200848,0,0,0.0,0.0,0,0,0.0,0.0
1190100079,22.566599675959445,88.34357215115246,0,0,0.0,0.0,0,0,0.0,0.0
1190100149,22.56642919429819,88.34383677405708,0,0,0.0,0.0,0,0,0.0,0.0
1190100063,22.565993562724746,88.34365428973304,0,0,0.0,0.0,0,0,0.0,0.0
cluster_11942000232_664472748,22.568538061469336,88.34793105150341,0,0,182.0,68.0,0,0,2.0,0.0
11282888881,22.56991566638146,88.34995167212071,0,0,0.0,0.0,0,0,0.0,0.0
1190100185,22.569960915787806,88.34979057394331,0,0,0.0,0.0,0,0,0.0,0.0
11282888883,22.570057944283075,88.35054037487689,0,0,0.0,0.0,0,0,0.0,0.0
1190100064,22.570178801771288,88.35058249640267,0,0,249.0,54.0,0,0,0.0,0.0
1190100199,22.570600972211,88.34906535612926,0,0,52.0,14.0,0,0,0.0,0.0
1190100182,22.569811275594404,88.34838914696859,0,0,0.0,0.0,0,0,0.0,0.0
1190100106,22.570277994648688,88.34577822772953,0,0,0.0,0.0,0,0,0.0,0.0
6173706993,22.56947390503523,88.346355305054,0,0,4.0,2.0,0,0,0.0,0.0
1190100169,22.566256610479897,88.34427710945143,0,0,0.0,0.0,0,0,0.0,0.0
1190100352,22.568299091659178,88.34636606844626,0,0,0.0,0.0,0,0,0.0,0.0
11282915086,22.566200562124557,88.34693697690521,0,0,0.0,0.0,0,0,0.0,0.0
1190100322,22.56439931553266,88.3462100380607,0,0,0.0,0.0,0,0,0.0,0.0
1190100383,22.56659186662746,88.34709492254709,0,0,0.0,0.0,0,0,0.0,0.0
1190100244,22.57270549845904,88.34493437131428,0,0,0.0,0.0,0,0,0.0,0.0
1190100379,22.572240110609066,88.34697854633794,0,0,0.0,0.0,0,0,0.0,0.0
1190100058,22.56723526688061,88.3459258820335,0,0,20.0,8.0,0,0,0.0,0.0
1190100053,22.566833058618563,88.34698318971655,0,0,0.0,0.0,0,0,0.0,0.0
1190100381,22.57062810529016,88.34455602475677,0,0,0.0,0.0,0,0,0.0,0.0
1190100245,22.57163344744784,88.3441923167731,0,0,0.0,0.0,0,0,0.0,0.0
1190100061,22.5683708769763,88.35072807190775,0,0,2.0,2.0,0,0,0.0,0.0
1190100498,22.56778497010423,88.35052280108125,0,0,0.0,0.0,0,0,0.0,0.0
1190100069,22.569572094408212,88.34746417390834,0,0,0.0,0.0,0,0,0.0,0.0
1190100107,22.568871660540594,88.34713973604403,0,0,158.0,40.0,0,0,0.0,0.0
1190100168,22.5699305136066,88.34763376792974,0,0,0.0,0.0,0,0,0.0,0.0
1190100298,22.569029110951053,88.34452719100423,0,0,0.0,0.0,0,0,0.0,0.0
1190100299,22.569689787565324,88.34274782195298,0,0,0.0,0.0,0,0,0.0,0.0
1177161040,22.566843540708543,88.35081394337716,0,0,0.0,0.0,0,0,0.0,0.0
1177161190,22.567243459314437,88.35142936087986,0,0,0.0,0.0,0,0,0.0,0.0
11378851576,22.56640825303448,88.35075281003695,0,0,0.0,0.0,0,0,0.0,0.0
1190100324,22.56768997665185,88.34444379195601,0,0,0.0,0.0,0,0,0.0,0.0
3641857319,22.568545830779243,88.34476096825645,0,0,0.0,0.0,0,0,0.0,0.0
1190100300,22.566232163666687,88.34455423373059,0,0,0.0,0.0,0,0,0.0,0.0
1190100375,22.565797207196688,88.34408593270932,0,0,0.0,0.0,0,0,0.0,0.0
1190100143,22.568894336953655,88.35163568207247,0,0,0.0,0.0,0,0,0.0,0.0
1190100057,22.56906935924905,88.34495238466316,0,0,0.0,0.0,0,0,0.0,0.0
1190100180,22.56888988721821,88.34535200797565,0,0,0.0,0.0,0,0,0.0,0.0
11282869393,22.567555531286573,88.34421180529557,0,0,0.0,0.0,0,0,0.0,0.0
1190100178,22.567740115379618,88.34428060212282,0,0,0.0,0.0,0,0,0.0,0.0
1190100092,22.56986654041769,88.34787375229837,0,0,0.0,0.0,0,0,0.0,0.0
1190100277,22.57009446630147,88.34712516668336,0,0,0.0,0.0,0,0,0.0,0.0
10279761593,22.56742716181832,88.34880719028055,0,0,0.0,0.0,0,0,0.0,0.0
1190100487,22.567404043819376,88.34887124906757,0,0,0.0,0.0,0,0,0.0,0.0
1190100210,22.57453547642392,88.34741740830242,0,0,0.0,0.0,0,0,0.0,0.0
1190100138,22.574948062797624,88.3463832926117,0,0,0.0,0.0,0,0,0.0,0.0
5424221999,22.574300526161416,88.34847542062448,0,0,0.0,0.0,0,0,0.0,0.0
1190100495,22.57413990889955,88.3458713579946,0,0,0.0,0.0,0,0,0.0,0.0
cluster_10279842289_10846984358_2281204203_663943533,22.566365148509814,88.3484641604459,0,0,0.0,0.0,0,0,0.0,0.0
1190100112,22.5667228961853,88.3473783231374,0,0,0.0,0.0,0,0,0.0,0.0
6868769758,22.567326129082176,88.35064193853978,0,0,0.0,0.0,0,0,0.0,0.0
1190100042,22.571013054625773,88.34374631911531,0,0,0.0,0.0,0,0,0.0,0.0
1190100439,22.57044087267599,88.34496569217345,0,0,0.0,0.0,0,0,0.0,0.0
1190100287,22.569287040514045,88.34817485512238,0,0,0.0,0.0,0,0,0.0,0.0
10279761591,22.569020947562745,88.34937013668407,0,0,0.0,0.0,0,0,0.0,0.0
1190128192,22.56767401450185,88.35314782445842,0,0,38.0,6.0,0,0,0.0,0.0
cluster_1177161441_1190128246,22.567407826014144,88.35394279055815,0,0,18.0,8.0,0,0,0.0,0.0
1190128338,22.56546982960425,88.35615683697375,0,0,0.0,0.0,0,0,0.0,0.0
1190128345,22.566293155348426,88.35651528669443,0,0,0.0,0.0,0,0,0.0,0.0
1190128257,22.56769464630642,88.3575987741585,0,0,230.0,72.0,0,0,4.0,0.0
1190128270,22.56661374937036,88.35615693996526,0,0,2.0,0.0,0,0,0.0,0.0
1190128194,22.56573765831363,88.35572552352171,0,0,0.0,0.0,0,0,0.0,0.0
cluster_10279701138_664472033,22.56617769815897,88.35238117586239,0,0,0.0,0.0,0,0,0.0,0.0
1177211771,22.565710308317524,88.35247493738625,0,0,0.0,0.0,0,0,0.0,0.0
1190128342,22.56645386188399,88.35887539749169,0,0,0.0,0.0,0,0,0.0,0.0
1190128236,22.56543852978655,88.35330134854765,0,0,0.0,0.0,0,0,0.0,0.0
1190128318,22.5664060938666,88.35310345316331,0,0,0.0,0.0,0,0,0.0,0.0
1190128311,22.56620250859831,88.35863904497539,0,0,0.0,0.0,0,0,0.0,0.0
1177211877,22.565505192696172,88.3589530412666,0,0,0.0,0.0,0,0,0.0,0.0
1190128367,22.566444969053443,88.3585811252748,0,0,0.0,0.0,0,0,0.0,0.0
1190128349,22.566951206276578,88.35978967201171,0,0,6.0,4.0,0,0,0.0,0.0
1190128237,22.56639909193456,88.35778943961056,0,0,0.0,0.0,0,0,0.0,0.0
1190128225,22.565919469975046,88.35688215650543,0,0,6.0,0.0,0,0,0.0,0.0
10943490952,22.5677333975804,88.35730963385728,0,0,113.0,40.0,0,0,2.0,0.0
cluster_1177211698_663826189,22.56732082586201,88.35682633697648,0,0,377.0,126.0,0,0,0.0,0.0
1190128337,22.566988607112187,88.35962860118326,0,0,0.0,0.0,0,0,0.0,0.0
664472703,22.566698072445085,88.35605428921691,0,0,21.0,6.0,0,0,0.0,0.0
1177211573,22.56620213141384,88.35657712306214,0,0,0.0,0.0,0,0,0.0,0.0
1177211806,22.56387626703597,88.35902547545786,0,0,0.0,0.0,0,0,0.0,0.0
1190128320,22.56666348187653,88.35525084800015,0,0,102.0,40.0,0,0,0.0,0.0
cluster_11158897100_11158897101_11158897102_664471748_#1more,22.5670752823748,88.35445497749566,0,0,544.0,198.0,0,0,6.0,2.0
1177211539,22.569295795665496,88.35774574689094,0,0,142.0,42.0,0,0,0.0,0.0
1177212096,22.57032975899851,88.35844462755016,0,0,98.0,22.0,0,0,6.0,2.0
1190128202,22.56520799142209,88.35999411089868,0,0,0.0,0.0,0,0,0.0,0.0
1190128222,22.56609228104137,88.35478040394032,0,0,2.0,0.0,0,0,0.0,0.0
1190128334,22.56706297441108,88.35570055549098,0,0,2.0,0.0,0,0,0.0,0.0
1190128275,22.56641166004596,88.35936931180902,0,0,0.0,0.0,0,0,0.0,0.0
1191714320,22.568413872849582,88.36144291968736,0,0,0.0,0.0,0,0,0.0,0.0
1191714336,22.568004245006435,88.3611681463934,0,0,35.0,18.0,0,0,0.0,0.0
1191714317,22.566073299551952,88.36179337769943,0,0,0.0,0.0,0,0,0.0,0.0
1177212010,22.566037632018723,88.36177095140482,0,0,0.0,0.0,0,0,0.0,0.0
1177211991,22.56628523899029,88.36192655390968,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1177211428_1177211911,22.56703912686685,88.36222775695141,0,0,12.0,8.0,0,0,0.0,0.0
1191714373,22.567842002834237,88.36138439820662,0,0,42.0,16.0,0,0,2.0,2.0
cluster_1191863963_1191864049,22.57585154968913,88.36089956137782,0,0,6.0,2.0,0,0,0.0,0.0
1191863693,22.575020679972724,88.3606228745883,0,0,4.0,2.0,0,0,0.0,0.0
1191863899,22.576813046013637,88.36108825165047,0,0,0.0,0.0,0,0,0.0,0.0
1191864018,22.57559468114928,88.35987486100478,0,0,0.0,0.0,0,0,0.0,0.0
1191863762,22.575406413493752,88.3605088830815,0,0,0.0,0.0,0,0,0.0,0.0
1191863775,22.57841059688091,88.36152050729342,0,0,0.0,0.0,0,0,0.0,0.0
1191863783,22.571670240816488,88.36271966832848,0,0,0.0,0.0,0,0,0.0,0.0
1191863854,22.570592577992013,88.36214918153782,0,0,1.0,0.0,0,0,0.0,0.0
1191863830,22.571793875732222,88.36202891522599,0,0,1.0,0.0,0,0,2.0,0.0
1191863984,22.57134360965637,88.36216920537471,0,0,0.0,0.0,0,0,0.0,0.0
1191863867,22.57185953025316,88.36185946147552,0,0,2.0,0.0,0,0,0.0,0.0
1191863774,22.57251265057344,88.36214626639809,0,0,0.0,0.0,0,0,0.0,0.0
1191863826,22.57196828608617,88.36336029981568,0,0,0.0,0.0,0,0,0.0,0.0
1191863835,22.576565402001425,88.36075572448156,0,0,0.0,0.0,0,0,0.0,0.0
1191863841,22.57560166904903,88.36234459229392,0,0,0.0,0.0,0,0,0.0,0.0
5169245524,22.57474956137475,88.36315609162821,0,0,0.0,0.0,0,0,0.0,0.0
1191863802,22.570737148275867,88.36175886244297,0,0,0.0,0.0,0,0,0.0,0.0
1191863687,22.57013050934367,88.36189168372391,0,0,0.0,0.0,0,0,0.0,0.0
1191863718,22.575256104553176,88.36334508517245,0,0,0.0,0.0,0,0,0.0,0.0
10281958933,22.57595741546755,88.35979964174619,0,0,2.0,0.0,0,0,0.0,0.0
1176977542,22.57641650599332,88.35766495140328,0,0,17.0,6.0,0,0,2.0,0.0
6469564795,22.576517983017016,88.3573387685065,0,0,36.0,16.0,0,0,2.0,0.0
1177212135,22.566155599040744,88.36412402668452,0,0,0.0,0.0,0,0,0.0,0.0
13300645526,22.56945027396629,88.3606898546922,0,0,104.0,49.0,0,0,40.0,14.0
cluster_13300645520_13300645530_663844204,22.569583741577794,88.36074640477169,0,0,63.0,30.0,0,0,0.0,0.0
cluster_13908994425_13908994429_13908994430,22.5691270752338,88.36052261618964,0,0,141.0,54.0,0,0,22.0,8.0
663826006,22.564865982663346,88.3593809978731,0,0,0.0,0.0,0,0,0.0,0.0
13300645527,22.56821888511195,88.36027835176473,0,0,223.0,77.0,0,0,87.0,46.0
1177212157,22.56810642844221,88.36025779779922,0,0,316.0,100.0,0,0,20.0,6.0
13300645529,22.56771763918961,88.360209927679,0,0,269.0,68.0,0,0,14.0,12.0
1189868546,22.571313871656407,88.35187158290283,0,0,0.0,0.0,0,0,0.0,0.0
13974625517,22.566712940587887,88.34570967738523,0,0,0.0,0.0,0,0,0.0,0.0
13974625509,22.565681787555352,88.34528294757445,0,0,0.0,0.0,0,0,0.0,0.0
cluster_11942000227_11942000230_6173706992,22.569065575631868,88.34662306523101,0,0,372.0,131.0,0,0,8.0,6.0
13974625520,22.569303057881367,88.34678156155216,0,0,35.0,8.0,0,0,0.0,0.0
1190100120,22.56983910543296,88.34974358120262,0,0,0.0,0.0,0,0,0.0,0.0
10279761589,22.569867161559,88.34966157758176,0,0,0.0,0.0,0,0,0.0,0.0
664447219,22.576751105583245,88.34944647045741,0,0,0.0,0.0,0,0,0.0,0.0
10943566925,22.57548258051617,88.35087129653654,0,0,0.0,0.0,0,0,0.0,0.0
10845792723,22.571072748242333,88.35685090510142,0,0,0.0,0.0,0,0,0.0,0.0
1189036859,22.570866037038574,88.35678265130814,0,0,2.0,2.0,0,0,0.0,0.0
10904686761,22.575129694793016,88.3578471505996,0,0,0.0,0.0,0,0,0.0,0.0
1189036625,22.57374033233148,88.36268526717205,0,0,0.0,0.0,0,0,0.0,0.0
10907705739,22.570921163345982,88.3551198475642,0,0,0.0,0.0,0,0,0.0,0.0
10907705738,22.571354234890247,88.3552721034328,0,0,0.0,0.0,0,0,0.0,0.0
10907806555,22.570248629498018,88.35500211117885,0,0,0.0,0.0,0,0,0.0,0.0
10943433498,22.57189917673686,88.35844522637174,0,0,162.0,48.0,0,0,0.0,0.0
10943435169,22.571227085113097,88.35566561702663,0,0,2.0,0.0,0,0,0.0,0.0
10943490816,22.573179905363084,88.35295639246293,0,0,0.0,0.0,0,0,0.0,0.0
10943490813,22.573213361407447,88.3523189130164,0,0,0.0,0.0,0,0,0.0,0.0
10943498145,22.566908653973183,88.34870693598243,0,0,2.0,0.0,0,0,0.0,0.0
10943524296,22.570299369687007,88.3521627871763,0,0,0.0,0.0,0,0,0.0,0.0
11125046588,22.569910106142785,88.35154813827754,0,0,4.0,2.0,0,0,0.0,0.0
10943525385,22.566210885710586,88.35800047906667,0,0,0.0,0.0,0,0,0.0,0.0
11843639556,22.56737143751662,88.35732534584659,0,0,9.0,0.0,0,0,0.0,0.0
10943490945,22.567072327208557,88.35708599833336,0,0,10.0,2.0,0,0,0.0,0.0
10943595338,22.57567787060172,88.34968723645342,0,0,0.0,0.0,0,0,0.0,0.0
13977163698,22.575858389932232,88.34892756073354,0,0,0.0,0.0,0,0,0.0,0.0
664472776,22.57012519913679,88.35314296467173,0,0,12.0,2.0,0,0,0.0,0.0
10943720043,22.57620459521577,88.35188252718754,0,0,0.0,0.0,0,0,0.0,0.0
10943736751,22.57430191635972,88.35944756970994,0,0,0.0,0.0,0,0,0.0,0.0
6508839475,22.5733546703737,88.36093631309836,0,0,0.0,0.0,0,0,0.0,0.0
10964798380,22.570965596286484,88.34599594666076,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1190100404_664446591,22.571349104511725,88.34642691235749,0,0,0.0,0.0,0,0,0.0,0.0
10279701149,22.56491564861758,88.35932887248454,0,0,0.0,0.0,0,0,0.0,0.0
664472751,22.570074914623486,88.35096067764553,0,0,305.0,92.0,0,0,0.0,0.0
1177160369,22.568047685563005,88.3542938972711,0,0,46.0,16.0,0,0,0.0,0.0
1191714332,22.56749455163885,88.36245921797195,0,0,0.0,0.0,0,0,0.0,0.0
1189036844,22.571206214898417,88.36100916476661,0,0,0.0,0.0,0,0,0.0,0.0
11126932585,22.570911751238597,88.36106443144311,0,0,0.0,0.0,0,0,0.0,0.0
11126932584,22.571097688635373,88.36117508501621,0,0,4.0,0.0,0,0,0.0,0.0
11190263237,22.577077641398912,88.36088038295007,0,0,0.0,0.0,0,0,0.0,0.0
11190215836,22.577165533234627,88.36033533289827,0,0,0.0,0.0,0,0,0.0,0.0
11190263238,22.57746626192943,88.36096939855439,0,0,0.0,0.0,0,0,0.0,0.0
11190263239,22.57692700734368,88.3608458356335,0,0,0.0,0.0,0,0,0.0,0.0
11282869379,22.567573010894687,88.34479996311808,0,0,0.0,0.0,0,0,0.0,0.0
10279761590,22.569485201332807,88.34954212671214,0,0,0.0,0.0,0,0,0.0,0.0
1190100283,22.56962827876176,88.34905705637141,0,0,0.0,0.0,0,0,0.0,0.0
1190100139,22.56946409898369,88.3496134999425,0,0,0.0,0.0,0,0,0.0,0.0
1190100094,22.570018003460103,88.34916617545836,0,0,0.0,0.0,0,0,0.0,0.0
1190100153,22.569278749159366,88.34505740786483,0,0,0.0,0.0,0,0,0.0,0.0
1190100192,22.567590628794004,88.34323320206872,0,0,0.0,0.0,0,0,0.0,0.0
1190100514,22.56798144031785,88.34362347131253,0,0,0.0,0.0,0,0,0.0,0.0
11462469754,22.56956993532176,88.36139543557913,0,0,0.0,0.0,0,0,0.0,0.0
11462469753,22.569392500606337,88.36131530682358,0,0,0.0,0.0,0,0,0.0,0.0
11502623495,22.573144558160177,88.35473972428173,0,0,100.0,24.0,0,0,0.0,0.0
9189383180,22.567386647481182,88.35752427776262,0,0,15.0,6.0,0,0,0.0,0.0
10281958930,22.57436364454776,88.35928283867838,0,0,0.0,0.0,0,0,0.0,0.0
12123617513,22.56987814776345,88.36223319012906,0,0,0.0,0.0,0,0,0.0,0.0
10281958927,22.573081889910224,88.35886704418475,0,0,12.0,0.0,0,0,0.0,0.0
