time,vehicle_id,vehicle_type,lane_id,speed_ms,speed_limit_ms,pct_over
161.0,173,twowheeler,102688627#2_0,12.34,11.11,11.0
161.0,210,car,:cluster_10279761592_11942000229_11942000233_663943274_2_0,7.06,6.41,10.1
161.0,226,car,52155752#1_0,16.21,13.89,16.7
161.0,261,twowheeler,-102961717#1_0,15.72,13.89,13.2
161.5,125,twowheeler,:1177161509_1_0,15.58,13.89,12.2
161.5,173,twowheeler,102688627#2_0,12.33,11.11,10.9
161.5,226,car,52155752#1_0,16.3,13.89,17.3
161.5,261,twowheeler,-102961717#1_0,15.61,13.89,12.4
162.0,226,car,52155752#1_0,16.62,13.89,19.7
162.5,173,twowheeler,:1177160687_7_0,12.58,11.11,13.2
162.5,226,car,52155752#1_0,16.26,13.89,17.1
163.0,125,twowheeler,102961698#6_0,15.67,13.89,12.8
163.0,226,car,52155752#1_0,16.55,13.89,19.1
163.5,226,car,52155752#1_0,16.4,13.89,18.1
163.5,61,twowheeler,:cluster_10281958922_663940594_1_1,15.29,13.89,10.1
164.0,125,twowheeler,102961698#6_0,16.01,13.89,15.3
164.0,226,car,52155752#1_0,16.33,13.89,17.6
164.0,261,twowheeler,-102961717#0_0,15.32,13.89,10.3
164.5,125,twowheeler,102961698#6_0,15.8,13.89,13.8
164.5,173,twowheeler,102688627#3_0,12.53,11.11,12.8
164.5,226,car,52155752#1_0,16.25,13.89,17.0
165.0,125,twowheeler,102961698#6_0,15.35,13.89,10.5
165.0,173,twowheeler,102688627#3_0,12.4,11.11,11.6
165.0,226,car,:cluster_1177160373_664472773_13_0,16.47,13.89,18.6
165.0,61,twowheeler,1251129390#0_1,12.39,11.11,11.5
165.5,125,twowheeler,:1177160978_4_0,15.54,13.89,11.9
165.5,173,twowheeler,102688627#3_0,12.24,11.11,10.1
165.5,226,car,:cluster_1177160373_664472773_13_0,16.6,13.89,19.5
165.5,261,twowheeler,-102961717#0_0,15.63,13.89,12.5
166.0,125,twowheeler,:1177160978_4_0,15.92,13.89,14.6
166.0,173,twowheeler,102688627#3_0,12.63,11.11,13.7
166.0,226,car,:cluster_1177160373_664472773_13_0,16.66,13.89,20.0
166.5,125,twowheeler,102961698#7_0,15.3,13.89,10.1
166.5,226,car,:cluster_1177160373_664472773_13_0,16.66,13.89,19.9
166.5,61,twowheeler,1251129390#0_1,12.4,11.11,11.6
167.0,125,twowheeler,102961698#7_0,15.77,13.89,13.5
167.0,226,car,103050330#0_0,16.24,13.89,16.9
167.0,261,twowheeler,-102961717#0_0,15.67,13.89,12.8
167.5,125,twowheeler,102961698#7_0,15.76,13.89,13.5
167.5,226,car,103050330#0_0,16.58,13.89,19.4
168.0,226,car,103050330#0_0,16.46,13.89,18.5
168.0,261,twowheeler,-102961717#0_0,15.66,13.89,12.7
168.5,61,twowheeler,1251129390#0_1,12.23,11.11,10.1
169.0,125,twowheeler,102961698#7_0,15.63,13.89,12.5
169.0,173,twowheeler,102688627#4_0,12.23,11.11,10.1
169.5,125,twowheeler,102961698#7_0,15.63,13.89,12.5
169.5,261,twowheeler,-102961717#0_0,15.55,13.89,12.0
169.5,61,twowheeler,1251129390#0_1,12.36,11.11,11.2
170.0,125,twowheeler,102961698#7_0,15.66,13.89,12.7
170.0,249,twowheeler,50219794#9_0,12.22,11.11,10.0
170.5,125,twowheeler,102961698#7_0,15.36,13.89,10.5
170.5,173,twowheeler,102688627#4_0,12.57,11.11,13.2
170.5,261,twowheeler,-102961717#0_0,15.34,13.89,10.5
171.0,249,twowheeler,50219794#9_0,12.34,11.11,11.1
171.5,125,twowheeler,102961698#7_0,15.96,13.89,14.9
171.5,261,twowheeler,-102961717#0_0,15.5,13.89,11.6
174.5,19,twowheeler,:1186025330_3_0,6.76,6.05,11.7
176.0,231,twowheeler,-102688629#6_0,12.64,11.11,13.8
176.5,293,twowheeler,-1198952554#2_0,12.37,11.11,11.3
177.0,231,twowheeler,-102688629#6_0,12.29,11.11,10.7
177.0,293,twowheeler,-1198952554#2_0,12.3,11.11,10.7
177.0,61,twowheeler,1251129390#1_1,12.42,11.11,11.8
178.5,231,twowheeler,-102688629#5_0,12.52,11.11,12.7
179.0,61,twowheeler,1251129390#1_1,12.31,11.11,10.8
180.0,61,twowheeler,1251129390#1_1,12.43,11.11,11.9
181.0,299,twowheeler,-103082309_0,3.16,2.78,13.8
181.5,231,twowheeler,:1186025349_5_0,12.46,11.11,12.2
181.5,299,twowheeler,-103082309_0,3.12,2.78,12.1
182.0,249,twowheeler,:1177160599_3_0,10.63,9.6,10.7
182.0,51,twowheeler,:6469564795_3_0,7.03,6.33,11.0
182.0,61,twowheeler,1251129390#1_1,12.23,11.11,10.1
182.5,261,twowheeler,102961717#0_0,15.46,13.89,11.3
182.5,51,twowheeler,:6469564795_3_0,7.04,6.33,11.2
184.0,231,twowheeler,-102688629#2_0,12.34,11.11,11.1
184.5,289,twowheeler,:cluster_1177160373_664472773_16_0,9.16,8.14,12.6
185.5,261,twowheeler,102961717#0_0,15.4,13.89,10.9
186.5,299,twowheeler,-103082309_0,3.11,2.78,11.8
187.0,203,twowheeler,52087627#0_0,12.27,11.11,10.4
187.0,226,car,101966508_0,15.92,13.89,14.6
187.5,203,twowheeler,52087627#0_0,12.24,11.11,10.2
188.0,203,twowheeler,52087627#0_0,12.3,11.11,10.7
191.0,261,twowheeler,102961717#1_0,15.3,13.89,10.2
191.0,314,autorickshaw,995139946_0,3.06,2.78,10.2
191.0,316,car,:1190100178_6_0,12.25,11.11,10.2
192.5,261,twowheeler,102961717#2_0,15.4,13.89,10.8
192.5,316,car,:1190100324_5_0,12.29,11.11,10.6
192.5,319,twowheeler,1199457538#1_0,15.7,13.89,13.0
193.0,203,twowheeler,52087627#0_0,12.24,11.11,10.2
193.5,261,twowheeler,102961717#2_0,15.38,13.89,10.7
193.5,319,twowheeler,1199457538#1_0,15.39,13.89,10.8
193.5,320,car,50219794#2_1,12.43,11.11,11.9
194.0,261,twowheeler,102961717#2_0,15.46,13.89,11.3
194.0,319,twowheeler,:1177160779_1_0,15.72,13.89,13.2
194.0,320,car,50219794#2_1,12.4,11.11,11.6
194.5,316,car,-52152323#3_0,12.36,11.11,11.3
194.5,320,car,50219794#2_1,12.54,11.11,12.9
195.0,261,twowheeler,:10680197995_0_0,15.42,13.89,11.0
195.0,316,car,-52152323#3_0,12.31,11.11,10.8
195.0,320,car,50219794#2_1,12.77,11.11,15.0
195.5,261,twowheeler,:10680197995_0_0,15.36,13.89,10.6
195.5,320,car,50219794#2_1,12.69,11.11,14.2
196.0,261,twowheeler,102961717#3_0,15.57,13.89,12.1
196.0,316,car,:11282869379_6_0,12.43,11.11,11.8
196.0,320,car,50219794#2_1,12.5,11.11,12.5
197.0,203,twowheeler,:cluster_663943516_664446119_4_0,12.31,11.11,10.8
197.0,320,car,:1174832895_7_1,12.44,11.11,12.0
197.5,293,twowheeler,:1177211334_6_0,6.93,6.28,10.4
197.5,314,autorickshaw,995139946_0,3.06,2.78,10.2
197.5,320,car,:1174832895_7_1,12.66,11.11,14.0
198.0,203,twowheeler,52087627#2_0,12.24,11.11,10.1
198.0,316,car,-52152323#2_0,12.47,11.11,12.2
198.0,319,twowheeler,:1177161698_1_0,9.54,8.48,12.4
198.0,320,car,50219794#3_1,12.63,11.11,13.7
198.5,316,car,-52152323#2_0,12.33,11.11,11.0
198.5,320,car,50219794#3_1,12.81,11.11,15.3
199.0,316,car,:cluster_10943717330_6470135655_9_0,12.45,11.11,12.1
199.0,320,car,50219794#3_1,12.38,11.11,11.5
199.5,320,car,50219794#3_1,12.75,11.11,14.8
200.0,299,twowheeler,-103082309_0,3.09,2.78,11.2
200.0,320,car,:1189036617_3_1,12.7,11.11,14.3
200.5,320,car,50219794#4_1,12.34,11.11,11.1
201.0,320,car,50219794#4_1,12.83,11.11,15.5
201.5,320,car,50219794#4_1,12.65,11.11,13.9
202.0,316,car,-52152323#0_0,12.39,11.11,11.5
202.0,320,car,50219794#4_1,12.65,11.11,13.9
202.5,316,car,-52152323#0_0,12.35,11.11,11.2
202.5,320,car,50219794#4_1,12.37,11.11,11.3
203.0,320,car,50219794#4_1,12.85,11.11,15.6
203.5,320,car,50219794#4_1,12.36,11.11,11.2
204.0,320,car,50219794#4_1,12.67,11.11,14.1
204.5,320,car,50219794#4_1,12.35,11.11,11.1
205.0,320,car,50219794#4_1,12.69,11.11,14.2
205.5,210,car,:664472662_0_0,7.93,7.19,10.3
205.5,320,car,50219794#4_1,12.64,11.11,13.8
206.0,293,twowheeler,101972960#1_0,15.39,13.89,10.8
206.0,320,car,50219794#4_1,12.83,11.11,15.5
206.5,320,car,50219794#4_1,12.4,11.11,11.6
207.0,320,car,50219794#4_1,12.39,11.11,11.5
207.5,320,car,50219794#4_1,12.5,11.11,12.5
208.0,293,twowheeler,:1177211769_6_0,8.43,7.64,10.3
208.0,339,twowheeler,103212690_0,3.2,2.78,15.2
208.5,293,twowheeler,:1177211769_6_0,8.6,7.64,12.5
209.0,339,twowheeler,103212690_0,3.18,2.78,14.2
209.5,314,autorickshaw,995139946_0,3.07,2.78,10.5
210.0,314,autorickshaw,995139946_0,3.07,2.78,10.5
210.5,340,car,102027267#4_0,12.28,11.11,10.5
212.0,299,twowheeler,-103082309_0,3.09,2.78,11.3
212.0,340,car,102027267#4_0,12.24,11.11,10.2
213.0,293,twowheeler,101972912#0_0,15.28,13.89,10.0
213.5,339,twowheeler,103212690_0,3.12,2.78,12.1
214.0,299,twowheeler,-103082309_0,3.22,2.78,15.7
214.0,339,twowheeler,103212690_0,3.2,2.78,15.0
214.5,299,twowheeler,-103082309_0,3.22,2.78,15.7
214.5,339,twowheeler,103212690_0,3.16,2.78,13.8
215.0,221,twowheeler,:cluster_10279761592_11942000229_11942000233_663943274_3_0,6.1,5.31,14.8
215.5,221,twowheeler,:cluster_10279761592_11942000229_11942000233_663943274_13_0,5.93,5.31,11.7
215.5,339,twowheeler,103212690_0,3.12,2.78,12.2
215.5,340,car,102027267#4_0,12.25,11.11,10.3
216.0,339,twowheeler,103212690_0,3.14,2.78,12.8
217.5,145,twowheeler,102690997#3_0,15.64,13.89,12.6
217.5,340,car,:1190100138_3_0,12.23,11.11,10.1
217.5,360,car,-103230607#4_0,15.87,13.89,14.3
218.0,360,car,-103230607#4_0,15.89,13.89,14.4
218.5,145,twowheeler,102690997#3_0,15.64,13.89,12.6
218.5,339,twowheeler,103212690_0,3.14,2.78,13.1
219.0,289,twowheeler,1288011209_0,12.35,11.11,11.2
219.5,125,twowheeler,102690997#3_0,15.87,13.89,14.3
219.5,249,twowheeler,102961698#4_0,15.34,13.89,10.4
219.5,289,twowheeler,1288011209_0,13.11,11.11,18.0
219.5,296,car,102690982#3_0,12.23,11.11,10.1
219.5,362,autorickshaw,-103082313#1_0,3.06,2.78,10.1
220.0,289,twowheeler,1288011209_0,12.82,11.11,15.4
220.0,360,car,:6469564795_6_0,7.98,6.78,17.7
220.0,362,autorickshaw,-103082313#1_0,3.06,2.78,10.1
220.0,365,twowheeler,-52152314#1_0,15.53,13.89,11.8
220.5,125,twowheeler,102690997#3_0,15.56,13.89,12.0
220.5,289,twowheeler,1288011209_0,12.48,11.11,12.3
220.5,339,twowheeler,103212690_0,3.11,2.78,12.0
220.5,360,car,:6469564795_6_0,7.77,6.78,14.6
220.5,365,twowheeler,-52152314#1_0,15.32,13.89,10.3
221.0,125,twowheeler,102690997#3_0,15.94,13.89,14.7
221.0,289,twowheeler,1288011209_0,12.71,11.11,14.4
221.5,125,twowheeler,102690997#3_0,15.61,13.89,12.4
221.5,299,twowheeler,:1190128345_0_0,12.27,11.11,10.4
221.5,339,twowheeler,103212690_0,3.14,2.78,12.9
221.5,366,car,:cluster_13298747750_13298747754_7007141699_1_0,7.25,6.5,11.5
222.0,125,twowheeler,:10943490813_0_0,15.71,13.89,13.1
222.0,365,twowheeler,-52152314#1_0,15.46,13.89,11.3
222.5,125,twowheeler,102690997#4_0,15.59,13.89,12.2
222.5,289,twowheeler,1288011209_0,12.47,11.11,12.3
222.5,299,twowheeler,-103082314#1_0,12.81,11.11,15.3
223.0,289,twowheeler,1288011209_0,12.81,11.11,15.3
223.5,173,twowheeler,:1177211724_6_0,7.46,6.61,12.8
223.5,289,twowheeler,:cluster_11158897100_11158897101_11158897102_664471748_#1more_1_0,12.79,11.11,15.1
223.5,365,twowheeler,-52152314#1_0,15.39,13.89,10.8
224.0,125,twowheeler,102690997#5_0,15.88,13.89,14.4
224.0,145,twowheeler,102690997#6_0,15.82,13.89,13.9
224.0,289,twowheeler,:cluster_11158897100_11158897101_11158897102_664471748_#1more_1_0,12.71,11.11,14.4
224.5,145,twowheeler,102690997#6_0,15.43,13.89,11.1
224.5,289,twowheeler,:cluster_11158897100_11158897101_11158897102_664471748_#1more_1_0,12.95,11.11,16.5
225.5,125,twowheeler,102690997#6_0,15.66,13.89,12.7
225.5,145,twowheeler,102690997#6_0,15.79,13.89,13.7
225.5,339,twowheeler,103212690_0,3.25,2.78,16.8
225.5,366,car,1126633510#0_0,12.32,11.11,10.9
226.0,125,twowheeler,102690997#6_0,15.9,13.89,14.5
226.0,249,twowheeler,102961698#6_0,15.33,13.89,10.4
226.0,289,twowheeler,1502779184#1_0,12.27,11.11,10.4
226.0,299,twowheeler,:1190128270_0_0,12.51,11.11,12.6
226.0,339,twowheeler,103212690_0,3.25,2.78,16.8
226.0,365,twowheeler,-52152314#1_0,15.39,13.89,10.8
226.5,289,twowheeler,1502779184#1_0,12.85,11.11,15.7
227.0,125,twowheeler,102690997#6_0,15.53,13.89,11.8
227.0,249,twowheeler,102961698#6_0,15.34,13.89,10.4
227.0,289,twowheeler,1502779184#1_0,13.12,11.11,18.1
227.0,365,twowheeler,-52152314#1_0,15.45,13.89,11.3
227.5,289,twowheeler,1502779184#1_0,12.37,11.11,11.3
228.0,249,twowheeler,102961698#6_0,15.3,13.89,10.2
228.0,289,twowheeler,1502779184#1_0,13.0,11.11,17.0
228.5,289,twowheeler,1502779184#1_0,12.37,11.11,11.4
228.5,365,twowheeler,-52152314#0_0,15.48,13.89,11.5
229.0,289,twowheeler,1502779184#1_0,12.62,11.11,13.6
229.5,277,twowheeler,:cluster_1177211838_13300645525_13300645528_0_0,7.0,6.14,14.0
229.5,289,twowheeler,1502779184#1_0,12.24,11.11,10.2
229.5,365,twowheeler,-52152314#0_0,15.5,13.89,11.6
230.0,289,twowheeler,1502779184#1_0,13.04,11.11,17.3
230.0,365,twowheeler,-52152314#0_0,15.43,13.89,11.1
230.0,366,car,1126633510#0_0,12.27,11.11,10.5
230.5,289,twowheeler,1502779184#1_0,12.52,11.11,12.7
231.0,289,twowheeler,1502779184#1_0,12.81,11.11,15.3
231.0,320,car,1173597755#8_0,12.27,11.11,10.5
231.0,365,twowheeler,-52152314#0_0,15.29,13.89,10.1
231.5,13,twowheeler,52152366#0_1,12.44,11.11,12.0
231.5,289,twowheeler,1502779184#1_0,12.49,11.11,12.4
231.5,320,car,:13298747735_1_0,12.34,11.11,11.1
232.0,13,twowheeler,52152366#0_1,12.3,11.11,10.7
232.0,289,twowheeler,1502779184#1_0,12.5,11.11,12.5
232.0,320,car,1173597755#9_0,12.27,11.11,10.4
232.0,370,car,101972898#2_0,15.35,13.89,10.5
232.5,145,twowheeler,102691001#1_0,12.38,11.11,11.4
232.5,289,twowheeler,1502779184#1_0,12.5,11.11,12.5
232.5,320,car,1173597755#9_0,12.29,11.11,10.6
232.5,370,car,:1190128241_0_0,15.29,13.89,10.1
233.0,289,twowheeler,1502779184#1_0,12.99,11.11,16.9
233.0,320,car,1173597755#9_0,12.34,11.11,11.1
233.0,370,car,:1190128241_0_0,15.43,13.89,11.1
233.5,13,twowheeler,52152366#0_0,12.25,11.11,10.3
233.5,289,twowheeler,1502779184#1_0,12.98,11.11,16.8
233.5,299,twowheeler,1435087429_0,12.66,11.11,13.9
233.5,320,car,1173597755#9_0,12.33,11.11,11.0
234.0,320,car,1173597755#9_0,12.53,11.11,12.8
234.5,320,car,1173597755#9_0,12.79,11.11,15.2
234.5,370,car,101972898#3_0,15.39,13.89,10.8
235.0,13,twowheeler,52152366#0_0,12.22,11.11,10.0
235.0,299,twowheeler,1435087429_0,12.44,11.11,12.0
235.0,320,car,1173597755#9_0,12.46,11.11,12.1
235.0,366,car,1126633510#1_1,12.28,11.11,10.6
235.5,366,car,1126633510#1_1,12.39,11.11,11.5
235.5,370,car,101972898#3_0,15.38,13.89,10.7
236.0,366,car,1126633510#1_1,12.33,11.11,11.0
237.0,320,car,:663940642_3_0,9.44,8.31,13.6
238.0,366,car,1126633510#1_1,12.24,11.11,10.2
239.0,257,twowheeler,:cluster_11942000227_11942000230_6173706992_10_0,9.71,8.12,19.5
239.0,393,twowheeler,:1174832699_2_0,4.08,3.65,11.8
239.5,257,twowheeler,:cluster_11942000227_11942000230_6173706992_10_0,9.41,8.12,15.9
239.5,320,car,52097266#0_0,12.53,11.11,12.8
239.5,365,twowheeler,52097653#2_0,12.3,11.11,10.7
240.0,320,car,52097266#0_0,12.33,11.11,11.0
240.5,13,twowheeler,52152366#1_0,12.45,11.11,12.1
240.5,320,car,52097266#0_0,12.23,11.11,10.1
241.0,320,car,52097266#0_0,12.62,11.11,13.6
241.5,173,twowheeler,101972960#2_0,15.74,13.89,13.3
241.5,299,twowheeler,-1198952554#0_0,12.35,11.11,11.2
241.5,315,twowheeler,:1191863749_2_0,7.41,6.49,14.2
241.5,320,car,52097266#0_0,12.26,11.11,10.4
242.0,173,twowheeler,101972960#2_0,15.76,13.89,13.4
242.0,320,car,52097266#0_0,12.57,11.11,13.2
242.0,397,twowheeler,1173597755#9_0,12.26,11.11,10.4
242.5,320,car,52097266#0_0,12.81,11.11,15.3
243.0,13,twowheeler,52152366#1_0,12.39,11.11,11.5
243.0,320,car,52097266#0_0,12.51,11.11,12.6
243.0,365,twowheeler,52097653#2_0,12.31,11.11,10.8
243.0,370,car,1251129390#3_0,12.37,11.11,11.4
243.5,320,car,52097266#0_0,12.61,11.11,13.5
244.0,320,car,52097266#0_0,12.38,11.11,11.4
244.0,370,car,1251129390#3_0,12.25,11.11,10.3
244.0,398,autorickshaw,:664472707_3_0,4.08,3.65,11.7
244.5,320,car,52097266#0_0,12.26,11.11,10.4
245.0,320,car,52097266#0_0,12.49,11.11,12.4
245.5,320,car,52097266#0_0,12.46,11.11,12.2
245.5,365,twowheeler,52097653#2_0,12.41,11.11,11.7
246.0,320,car,:1176977453_7_0,12.25,11.11,10.3
246.0,370,car,1251129390#3_0,12.25,11.11,10.3
246.5,320,car,:1176977453_7_0,12.58,11.11,13.2
246.5,365,twowheeler,52097653#2_0,12.25,11.11,10.2
246.5,370,car,1251129390#3_0,12.34,11.11,11.1
247.0,277,twowheeler,-101972960#0_0,15.28,13.89,10.0
247.0,315,twowheeler,:1191863802_12_0,8.2,7.4,10.7
247.0,320,car,52097266#1_0,12.6,11.11,13.4
247.0,370,car,1251129390#3_0,12.31,11.11,10.8
247.5,277,twowheeler,:1177211571_4_0,15.94,13.89,14.8
247.5,320,car,52097266#1_0,12.75,11.11,14.8
248.0,277,twowheeler,101972892#1_0,16.3,13.89,17.3
248.0,315,twowheeler,1309209159#0_0,3.2,2.78,14.9
248.0,320,car,52097266#1_0,12.39,11.11,11.5
248.5,277,twowheeler,101972892#1_0,15.68,13.89,12.9
248.5,320,car,52097266#1_0,12.85,11.11,15.6
248.5,370,car,:cluster_10279701142_664471710_0_0,12.36,11.11,11.2
249.5,320,car,52097266#1_0,12.28,11.11,10.5
249.5,370,car,:cluster_10279701142_664471710_0_0,12.29,11.11,10.6
250.5,320,car,52097266#1_0,12.27,11.11,10.4
251.0,277,twowheeler,:1177211334_3_0,7.69,6.54,17.5
251.0,320,car,52097266#1_0,12.42,11.11,11.8
251.5,13,twowheeler,-103230546_0,15.59,13.89,12.3
251.5,277,twowheeler,:1177211334_3_0,7.56,6.54,15.6
251.5,320,car,52097266#1_0,12.64,11.11,13.8
252.0,277,twowheeler,:1177211334_3_0,7.22,6.54,10.4
252.0,320,car,52097266#1_0,12.51,11.11,12.6
252.5,320,car,52097266#1_0,12.55,11.11,13.0
252.5,370,car,:1177160765_4_0,12.37,11.11,11.3
253.0,320,car,52097266#1_0,12.5,11.11,12.5
253.0,416,car,102027267#1_0,12.44,11.11,12.0
253.5,320,car,52097266#1_0,12.8,11.11,15.2
253.5,416,car,102027267#1_0,12.28,11.11,10.5
254.0,320,car,:664447208_7_0,12.69,11.11,14.3
254.5,13,twowheeler,-103230546_0,15.53,13.89,11.8
254.5,145,twowheeler,1126633510#0_0,12.24,11.11,10.1
254.5,320,car,:664447208_7_0,12.58,11.11,13.3
254.5,370,car,-102688627#4_0,12.27,11.11,10.4
254.5,416,car,:1190100244_3_0,12.28,11.11,10.5
255.0,145,twowheeler,1126633510#0_0,12.54,11.11,12.9
255.0,320,car,52097266#2_0,12.33,11.11,10.9
255.0,370,car,-102688627#4_0,12.37,11.11,11.3
255.0,416,car,102027267#2_0,12.23,11.11,10.1
255.5,315,twowheeler,1309209159#0_0,3.12,2.78,12.2
255.5,320,car,52097266#2_0,12.25,11.11,10.3
255.5,397,twowheeler,:1176977453_6_0,7.05,6.36,10.8
255.5,416,car,102027267#2_0,12.26,11.11,10.4
256.0,145,twowheeler,1126633510#0_0,12.38,11.11,11.5
256.0,320,car,52097266#2_0,12.39,11.11,11.5
256.0,416,car,102027267#2_0,12.34,11.11,11.0
256.5,320,car,:1176977350_7_0,12.66,11.11,14.0
256.5,416,car,102027267#2_0,12.43,11.11,11.9
257.0,145,twowheeler,1126633510#0_0,12.34,11.11,11.1
257.0,320,car,:1176977350_7_0,12.46,11.11,12.1
257.0,416,car,102027267#2_0,12.27,11.11,10.4
257.5,145,twowheeler,1126633510#0_0,12.59,11.11,13.3
257.5,320,car,52097266#3_0,12.64,11.11,13.7
257.5,370,car,:1177161154_4_0,7.62,6.86,11.1
257.5,416,car,102027267#2_0,12.38,11.11,11.4
258.0,145,twowheeler,1126633510#0_0,12.43,11.11,11.9
258.0,277,twowheeler,:1190128241_0_0,16.2,13.89,16.6
258.0,320,car,52097266#3_0,12.71,11.11,14.4
258.0,416,car,102027267#2_0,12.24,11.11,10.2
258.5,145,twowheeler,1126633510#0_0,12.36,11.11,11.3
258.5,277,twowheeler,:1190128241_0_0,16.47,13.89,18.6
258.5,320,car,52097266#3_0,12.75,11.11,14.8
258.5,416,car,102027267#2_0,12.24,11.11,10.2
258.5,429,twowheeler,-101966506#1_0,15.62,13.89,12.4
259.0,145,twowheeler,1126633510#0_0,12.47,11.11,12.3
259.0,277,twowheeler,101972898#3_0,15.62,13.89,12.5
259.0,320,car,52097266#3_0,12.51,11.11,12.6
259.0,429,twowheeler,-101966506#1_0,15.96,13.89,14.9
259.5,145,twowheeler,1126633510#0_0,12.65,11.11,13.9
259.5,277,twowheeler,101972898#3_0,16.75,13.89,20.6
259.5,320,car,52097266#3_0,12.5,11.11,12.5
259.5,416,car,102027267#2_0,12.31,11.11,10.8
259.5,429,twowheeler,-101966506#1_0,16.0,13.89,15.2
260.0,277,twowheeler,101972898#3_0,15.84,13.89,14.0
260.0,320,car,52097266#3_0,12.54,11.11,12.9
260.0,416,car,102027267#2_0,12.38,11.11,11.4
260.0,429,twowheeler,:1177161043_0_0,16.86,13.89,21.4
260.5,277,twowheeler,101972898#3_0,16.15,13.89,16.2
260.5,320,car,:1189036584_7_0,12.27,11.11,10.4
260.5,429,twowheeler,:1177161043_0_0,17.0,13.89,22.4
261.0,125,twowheeler,1126633510#0_0,12.61,11.11,13.5
261.0,277,twowheeler,101972898#3_0,15.92,13.89,14.6
261.0,320,car,:1189036584_7_0,12.41,11.11,11.7
261.0,429,twowheeler,-101966506#0_0,16.77,13.89,20.7
261.5,125,twowheeler,1126633510#0_0,12.45,11.11,12.1
261.5,429,twowheeler,-101966506#0_0,15.89,13.89,14.4
262.0,125,twowheeler,1126633510#0_0,12.29,11.11,10.6
262.0,145,twowheeler,1126633510#0_0,12.52,11.11,12.7
262.0,320,car,52097266#4_0,12.27,11.11,10.5
262.0,416,car,102027267#2_0,12.29,11.11,10.6
262.0,429,twowheeler,-101966506#0_0,16.03,13.89,15.4
262.5,125,twowheeler,1126633510#0_0,12.27,11.11,10.5
262.5,145,twowheeler,:10560867456_0_0,12.33,11.11,10.9
262.5,320,car,52097266#4_0,12.74,11.11,14.6
262.5,429,twowheeler,-101966506#0_0,16.3,13.89,17.3
263.0,320,car,52097266#4_0,12.23,11.11,10.0
263.0,416,car,102027267#2_0,12.3,11.11,10.7
263.5,125,twowheeler,1126633510#0_0,12.61,11.11,13.5
263.5,320,car,52097266#4_0,12.74,11.11,14.6
263.5,397,twowheeler,:1176978389_1_0,9.32,8.34,11.7
264.0,320,car,52097266#4_0,12.27,11.11,10.4
264.0,336,car,:cluster_1177161169_664472775_0_0,9.96,8.76,13.6
264.5,277,twowheeler,:11843639551_3_0,9.94,8.92,11.4
264.5,320,car,52097266#4_0,12.71,11.11,14.4
265.0,320,car,52097266#4_0,12.39,11.11,11.6
265.0,416,car,:664446588_1_0,12.27,11.11,10.5
265.5,257,twowheeler,:664446590_1_0,7.96,6.28,26.7
265.5,320,car,:cluster_1176977581_1176977943_13_0,12.81,11.11,15.3
265.5,416,car,102027267#3_0,12.41,11.11,11.7
266.0,125,twowheeler,1126633510#1_0,12.26,11.11,10.3
266.0,257,twowheeler,:664446590_1_0,7.27,6.28,15.8
266.0,320,car,:cluster_1176977581_1176977943_13_0,12.28,11.11,10.6
266.0,416,car,102027267#3_0,12.35,11.11,11.2
266.0,430,car,:1177161074_2_0,8.51,6.54,30.1
266.5,315,twowheeler,1309209159#0_0,3.14,2.78,12.9
266.5,320,car,:cluster_1176977581_1176977943_13_0,12.62,11.11,13.6
266.5,336,car,1087118362#5_0,12.61,11.11,13.5
266.5,416,car,102027267#3_0,12.43,11.11,11.8
266.5,430,car,:1177161074_2_0,8.13,6.54,24.4
267.0,320,car,:cluster_1176977581_1176977943_13_0,12.24,11.11,10.2
267.0,336,car,:1189868561_0_0,12.8,11.11,15.2
267.5,145,twowheeler,1126633510#1_0,12.61,11.11,13.5
267.5,320,car,:cluster_1176977581_1176977943_13_0,12.32,11.11,10.9
267.5,336,car,:1189868561_0_0,12.53,11.11,12.8
267.5,416,car,102027267#3_0,12.25,11.11,10.3
268.0,125,twowheeler,1126633510#1_0,12.8,11.11,15.2
268.0,145,twowheeler,1126633510#1_0,12.57,11.11,13.1
268.0,315,twowheeler,1309209159#0_0,3.16,2.78,13.7
268.0,320,car,:cluster_1176977581_1176977943_13_0,12.42,11.11,11.8
268.0,336,car,1087118362#6_0,12.65,11.11,13.8
268.5,320,car,52097266#6_0,12.67,11.11,14.0
268.5,336,car,:10943435169_3_0,12.83,11.11,15.5
268.5,429,twowheeler,101966424#2_0,15.96,13.89,14.9
269.0,125,twowheeler,1126633510#1_0,12.5,11.11,12.5
269.0,145,twowheeler,1126633510#1_0,12.63,11.11,13.7
269.0,320,car,52097266#6_0,12.42,11.11,11.8
269.0,336,car,:10943435169_3_0,12.62,11.11,13.6
269.0,429,twowheeler,101966424#2_0,17.04,13.89,22.7
269.0,447,twowheeler,101757288#1_0,15.38,13.89,10.8
269.5,145,twowheeler,1126633510#1_0,12.42,11.11,11.8
269.5,320,car,52097266#6_0,12.79,11.11,15.1
269.5,336,car,1087118362#7_0,12.6,11.11,13.4
269.5,447,twowheeler,101757288#1_0,16.55,13.89,19.1
270.0,320,car,52097266#6_0,12.38,11.11,11.4
270.0,336,car,1087118362#7_0,12.81,11.11,15.3
270.0,447,twowheeler,101757288#1_0,15.42,13.89,11.0
270.5,320,car,52097266#6_0,12.34,11.11,11.1
